query,label,classification
"  Depois deste jogo, não duvido de nada. Angola ganhava de 4x0 até os 80 minutos. Angola 4X4 Mali (10/01/2010)  https://t.co _",0,0
Esse papo de Rússia é NOTÍCIA FALSA criada pelos dems e usada pela mídia pra mascarar a grande derrota nas eleições _ https://t.co/4BcoHdUf2Q,0,0
"Nossa, não gosto de cameras.. rs ( live on http://twitcam.com/11hdu))",0,0
" eu quis dizer que tem mulher que é burra, a outra que dá valor, a que é trouxa e etc",1,1
Por Andressa Darold – 02/03/2017 Sanções poderão ser aplicadas contra os Estados-membros da União Europeia que se... https://t.co/ZHVXdm822E,0,0
  Qual o motivo do chilique do Reinaldo Azevedo contra a Joice Hasselmann?,0,0
"se você precisa lembrar de alguém de quem você não consegue refutar uma só linha p/ não se sentir um merda, é sinal _ https://t.co/GfIK7knI5N",1,0
  Quando lês que o Bruno de Carvalho tem uma namorada nova: https://t.co/3XvB3bFJsF,1,0
~*~*~*~ vOcÊ é NeGrA mAs AtÉ qUe é BoNiTa ~*~*~*~,1,1
  já meu FGTS... https://t.co/zDbg6qy9Wu,0,0
" isso é doideira. Os sírios-libaneses quando vieram pra cá não receberam 1% das benesses desses refugiados, mas agradeciam",1,1
mulheres não perdoam a Gleisi Hoffman... kkk   #DiaDaMulher FELIZ DIA DAS MULHERES Dia Internacional da Mulher _ https://t.co/Ds4clESrUj,0,0
entre crivella e freixo eu prefiro o bolsonitro,0,0
"Censura sofre a gente no Facebook e Twitter caindo sem parar. Bem feito, foi tarde! https://t.co/HtkjDfCJZm",0,0
   Essa página é o melhor modo de se provar que essa 'justiça social' não passa de uma modinha.,0,0
  Até o psd tem um candidato à cml q é anónimo...,1,0
  Um  eh akele q sabe procriar sem deixar vestigios.,1,0
passando aqui pela zona oeste e pensando como esses pobres conseguem se enfiar no brt q nem sardinha prefiro meu 4x4,0,1
" são irônicos e se você concorda com algum, reveja seus conceitos <3",0,0
Esta senhora está completamente obcecada pelo Trump. Haverá alguma explicação freudiana?   #ForçaTrump https://t.co/5SFjTYzgDx,0,0
Neymar jogou bem!??? Kkkkk,0,0
"Psicólogo e Missionária Marisa Lobo ,descreve de forma dinâmica 12 razões psicológicas e _ https://t.co/4ENXDJFTWH",0,0
"Não sabia que o Don-G, o Pro e o NG já tavam em Lisboa!!! O Masta ficou em Angola",0,1
Livro 'As Grandes Mentiras Sobre a Igreja Católica' já como 3º mais vendido na Folha! Parabéns galera do _ https://t.co/qFTyqrzFw4,0,0
 se reproduz igual roedores...kkkkk,1,1
"'não sou ateu, sou AGNÓSTICO' GRANDE MERDA FIO, NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É #PAZ",1,1
  - Alô Trump ta afim de irritar a esquerda? - To mas como? - É só nós tirar uma foto juntos  - Blz cola aqui na casa bran _,1,0
"Quando acabarem de ler o novo livro do Cavaco, recomendo também este! https://t.co/zr9lpFlyyS",0,0
 Já só falta o Grimaldo,0,0
Feliz Dia da Mulher! #DiaDaMulher https://t.co/hHeS4bmMlC,0,0
Ei amigo ! Vai tomar no cú !,1,0
me chamou pra jantar fora logo eu temer,0,0
 huahauhaauhauha uahuahauhaa vamos a agenda feminista que faz tudo menos defender mulher https://t.co/CIEzI6W2Gi,1,0
"Primeira vez que saio todo de branco, as pessoas vão achar que sou pai de santo",0,0
"Não reclame d assédio,se vc sai c/ um pervetido sexual q conheceu há 2 min. e exije q ele te respeite, mesmo vc estando alcoolizada /drogada",0,1
  tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk,1,1
'você é burro'  o argumento da 'Jênia' Mas não consegue refutar uma linha do que falei! Eis a bolha do marxismo cul _ https://t.co/w1yV35loON,0,0
"  Manifestações pró Trump acontecem nos EUA e mídia ignora, veja fotos e vídeos https://t.co/pB0zn7ltUOhttps://t.co/5MiXsgkd _",0,0
"  caso de um não, eu vejo na tv tb como os gays morrem.. por puro ciume do companheiro..",0,1
Mulher burra me da nojo!,1,1
"   Se chamasse de 'minha branquinha', iam falar que não bastava namorar branca, tinha que se orgulhar ainda.",1,1
Sete pessoas baleadas e mortas ontem em Chicago. O que está acontecendo lá? Totalmente fora de controle. Chicago pr _ https://t.co/A8LYAJAatr,0,0
"  PSDB não quer perder o título de 'Direita Brasileira' para o Jair Bolsonaro, seria muita humilhação. https://t.co/W0wv2k5T _",0,1
"  Então, desta vez a esquerda não realça a sabedoria de Eduardo Lourenço? https://t.co/JKcrwzeYoz",0,0
"Alexandres de Morais, é novo ministro do #STF. Somente 13 senadores votaram contra ele. 13 pessoal.kkkk https://t.co/aA4A555zlP",0,0
"FAZ ASSIM, FALA COM ELE: OU SUA MAMÃE PARA DE SE OFERECER OU PASSAREI A LINGUIÇA NELA. HONESTIDADE É SEMPRE O CAMIN _ https://t.co/dcaofcwXCK",1,0
"ACHO RIDÍCULO, MAS RESPEITO, NÃO SOU HOMOFÓBICO https://t.co/gC4L1yJ1ls",1,0
"Mulher, a coisa mais perfeita do mundo.  Não importa se feia, bonita, gorda magra. Estranha ou esquisita. Mulher se _ https://t.co/kaPW8VUvcZ",0,1
  Todos os estados excepto dois (e) não cumprem as suas obrigações em relação a acolhimento de refugiados vindos de e _,0,0
SOBRE ESSE TAL DE GOZA NA MINHA BOCA https://t.co/I1VTf6qXQq,1,0
 fui fazer luzes e a burra da mulher fez merda... Tá horrível,1,1
PODE SER GORDA  PODE SER FEIA  SO NÃO PODE SER GORDA E FEIA,1,1
"Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem. _ https://t.co/M5vuWGJG1E",0,0
"Eles revelam-se. Faltam-lhes argumentos e faltas-lhe nível. Agressividade e ofensa é o seu registo,  https://t.co/ZhENzssM7I",1,0
o bolsonaro nao parabenizou o cunha de vdd gente isso é culpa da edição do video,0,0
"  O pênis é o melhor alimento feminino, pois contém carne, leite, ovos e enche a barriga por 9 meses HAHA",1,0
Polémicas? Disse o óbvio e com toda a razão.  https://t.co/YV093xLbjA,0,0
Grande encontro com os CEOs das empresas líderes em planos de saúde dos EUA que fornecem ótimas opções para o povo _ https://t.co/I7wGfcAxY2,0,0
"  MOE AOS ESTUPRADORES!!!!!!! menos se for meu amigo de bancada, aí tá tranquilo",1,0
Tenho uma visão diferente do resto do movimento negro sobre apropriação cultural e ainda namoro um homem branco de Dread mas vocês,0,0
SAbem o que eu descobri??? Uma pessoa Acróstica! Adivinhem quem é??? hahahah,0,0
Ja avisei o dt q provavelmente v deixar a prova de fisico quimica e cn em branco,0,0
To me achando tão feia e gorda que fico feliz que o crush não me chamou pra sair essa semana.,0,0
"Conversarei com os Xerifes e Chefes de Polícia às 9:00 AM (13:00 [BR]) hoje e discutirei sobre a terrível, perigosa _ https://t.co/AeSh1mq1mk",0,0
 quando eles chegam para MUDAR todos os seus costumes. https://t.co/G6icVWGiSu,0,0
Tô com uma vontade (bem grande) de mandar a atual dá minha ex ir se fuder!!! *O que ela quer ficar me encarando*,1,1
  Feminismo:  -defende TODAS as pautas da esquerda. -é só a esquerda perder que faz protesto -nunca protest _ https://t.co/ZqhyWCJKOd,1,0
  irmã do Neymar continua sem nome.,0,0
    eu passei a minha vida toda a ver relacionamentos heterossexuais e não sou hetero! Acho que isso não influen _,0,0
 dizem que não...,0,0
"puta e folgada ainda, ta achando q sou ela q gosta de dar pros cara e pagar de sapatao",1,1
"Colocaram um vinho branco pra gelar, será que teremos comemorações hoje?",0,0
"Estamos de olho !Foram 2milhoes de assinaturas, mas hoje somos muito mais, descontentes com essa roubalheira. https://t.co/r2av8VyCLj",0,0
" São refugiados e eles podem tem o direito de não aceita-los, mesmo eu sendo contra essa ação da Hungria.",0,0
  O Obama grampeou até a dilma e vc tá chamando o Trump de louco?,0,0
A próxima jornada do 'Overdose de Tourette-On The Road' joga-se toda a Norte: -2 MAR: VISEU -3 MAR: POO -4 MAR: A _ https://t.co/biQDOLHyBv,0,0
"Repórter da CMTV que falhou o direto do grande sismo de Leiria Fátima, já foi enviado para o canhão da Nazaré.",0,0
"Bom dia, companheiros! Sabem se o PSD já sondou o João Braga para Lisboa?...",0,0
 as diferenças no mundo islâmico não tornam a Europa o melhor lugar para os refugiados viverem. https://t.co/tAnD7PwgAq,0,0
"A esquerda reclama das coisas inventadas pela própria esquerda: Racismo, homofobia, machismo, nazismo, cultura de estupro e luta de classes.",0,1
3 dias seguidos sonhando com gato branco... não ta normal isso,0,0
Dimitrov a fazer a exibição de uma vida contra o Nadal na meia-final do Open da Austrália. Maravilha,0,0
" Tb não entendo.. Concordo com vc.,",0,0
Angola vs Mali PSG vs Barcelona  Mera consciência ou será que Angola não é a única equipa fraca????,0,0
  Ninguém chega à presidência dos USA sendo maluco. Trump chegou ao poder derrotando um establishment de 70 anos de suprem _,0,0
"  CALMA CACHORRO, ELA AINDA NÃO VIROU RAÇÃO #PAZ https://t.co/ma4r3DOJpi",1,0
  gente lembrem-se de colocar 2 forros no travesseiro hj pra não encharcar a cama com lágrimas boa noite,0,0
Em qual vc ia primeiro?! https://t.co/NdaHzo4eSJ,1,0
"Pra turma da USP, Moraes é muito 'partidarizado' (???) e não pode ir pro STF. Já Fachin ter defendido invasão de terra / MST (CRIME!!), ok.",1,0
  isto realmente eh uma grande rede de fufas,1,1
aeeeee dilma caiu ja posso viajar pra miami agora?,0,0
Ih olha o omi branco querendo falar pra mulher qual o papel dela https://t.co/DwUjpan0Ht,0,0
"  Com todo respeito... no dia que sair uma criança pelo mesmo lugar de onde saem as fezes dos humanos, o Levy Fidelix pod _",1,0
  #NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no _,1,0
DICA DE FANTASIA BARATA PARA CUIR O CARNAVAL: 1. MARQUE DE IR EM UM BLOCO 2. NÃO APAREÇA 3. DIGA QUE FOI FANTASIADO DE “PAI DE FEMINISTA”,1,0
 daqui a pouco vão falar que quem vendeu a faca ao bandido foi o  ...,0,0
jApOnÊs AbRe TeU oLhO,1,0
 só matando miga,1,1
10 notícias que provam o quanto o feminismo é necessário  https://t.co/3mIKQvLOHL,1,0
 Vais dizer que é mentira?,0,0
"Os democratas tinham que criar uma justificativa pela derrota nas eleições, então inventaram uma história - RÚSSIA. _ https://t.co/h8M5A5zwgk",0,0
 juro que eu ia comer achando que era chocolate branco  Socorro,0,0
é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos,1,1
UMA MOÇA ACIMA DO PESO SE APROVEITOU DO MEU AVANÇADO ESTADO DE EMBRIAGUEZ E ME AGARROU. VOU NA DELEGACIA PRESTAR QUEIXA. #CarnavalSemAssédio,1,0
  Paraná Pesquisas: intenção de votos em Bolsonaro poderia ser ainda maior. Entenda. https://t.co/oZ6WsC37nYhttps://t.co _,0,0
nada contra negros mas minha filha não vai trazer bandido pra casa não...............,1,1
"Eliseu,#colinho e Pizzi: já captei a vossa atenção? Óptimo. 'Overdose de Tourette' esta 5a, 6a e Sábado em Viseu, P _ https://t.co/u5lw76YbQP",0,0
  gente sigam o  ele mostra a realidade tenebrosa do marxismo cultural comunista feminista socialista q o PT quer _,1,0
"    2. se prestar atenção, isso não é pornografia. o contexto em que esse beijo foi posto dificil _",0,0
“Nós não podemos viver num mundo tão conflituoso e tão problemático sob o ponto de vista da situação social ao... https://t.co/eH8nw5UD9x,0,0
 sai do facebook vc morreu,0,0
Acho mó engraçado o galero que tenta chamar atenção fznd piadinha burra sobre o dia da mulher,0,0
- Moça eu quero aquele tênis. - Aquele é pra homem - Mas vc acha que o tênis vai reparar?,0,1
Pedreiro se forma em Direito após pedalar 42 km por dia para estudar (e agora esquerdopatas?) https://t.co/gRziFecOgf,1,1
Nosso livro tá com 20% de desconto na  Não percam! https://t.co/qHHp7SMH7t via ,0,0
"estou cansada das palavras: homofobia, racismo, gordofobia, feministas!!!! como eu queria voltar pros anos 90, eu ouvia bem menos.......",1,1
POR QUE DIA 'INTERNACIONAL' DA MULHER? DEIXA SÓ 'DIA DA MULHER' TIRA O INTERNACIONAL MULHER NÃO QUER SE SENTIR REBAIXADA,0,1
Filho de  não tem condição moral de dar carteirada em ninguém https://t.co/wm8nqW1ksQ,1,1
A praga está valendo,0,0
E nesse dia da mulher confirmei o que eu já acreditava : TODA GENERALIZAÇÃO É BURRA !,1,0
Mulheres adoram carinho no cabelo https://t.co/1EfJmuhiKf,0,0
"Um judeu discursou pró-Trump. Ué, ele não era o novo Hitler????? #PosseDeTrump",0,0
"  Mas, hey, toma aqui uma flor! Sorria. E engula a dor. - Via Pietra Pinheiro #InternationalWomensDay https://t.co/q0xkKEDOWB",0,0
"  Cuidado com a burra!  Proteçao na EDIÇÃO, mulher! O programa ta 'pintando' ela como uma vitima e perseguida",1,0
"Não somente hoje, mas todos os dias, que você seja reconhecida e amada. Feliz dia internacional dá Mulher!!! https://t.co/HjhL3kdQtu",0,0
  O Lula ligou pra Élika. E é por isso que ela vai pular desse precipício. https://t.co/DB0H3MG7qg,0,0
  Não ya https://t.co/yeAkKupqUv,0,0
"Galera, tenho umas fotos pra mostrar de terça, quando a sra  deu entrevista pra uma revista com vestido micro.. querem?",0,0
"  Normal, pq escondendo para as crianças q a homosexualidade existe, só irás estar a ensinar a tua criança a não respeitar _",0,0
tem sapatão q eh pior q homem qdo recebe um ''não'',0,1
 Vale MUITO a pena.. Tenho 02 DVDs incríveis. Se morasse em Sp faria-te uma cópia. #thecorrs,0,0
  Roses are Red Violets are Blue Pa quê o Jonas Se temos o  Mitroglou...,0,0
Partido Nacional Renovador PNR-TV https://t.co/OY7VONESXd,0,0
hahahahaha  não quase não tem  hahahahaha https://t.co/ETuW4nec1V,0,0
"#SerMulherÉ apoiar o Bolsonaro, um deputado que têm projetos de lei para punir estupradores...",0,0
  Uma candidatura realmente diferenciadora! https://t.co/GjHeWfygza,0,0
"   Diria q todo esquerdista é um orgulhoso que fugiu das aulas de história, pulou aulas de filosofia e nao sabe _",1,1
"Os países mais solidários são os mais pobres, mais abertos aos refugiados. A Europa se fecha. O Velho Mundo não é mais o mesmo...",0,0
"PESSOAL ME CHAMANDO DE 'TRANSFÓBICO' RISOS TRABALHEI 22 ANOS EM UMA TRANSPOADORA, COMO VOU TER FOBIA DE TRANSPOES? INVENTEM OUTRA. #PAZ",0,0
"  Destrua o comunismo como uma cobra a ser morta antes de seu nascimento, pois sua mordida é letal. A praga vermelha não pode _",0,1
Zeca Pagodinho tá grávido. Vai nascer uma garrafa de cachaça daqui pouca semanas https://t.co/kzrga570BM,0,0
HOJE EU VO CHUTAR O BALDE MAS FICA AI PQ QUERO ACEA SUA CARA,1,0
"Teori com todo dinheiro que tinha, com um avião moderno que tinha, iria morrer justo quando iria homologar a delação da Odebrecht?",0,0
 isso depois de a Corte Europeia de DDHH decidir que estados europeus não são obrigados a dar visto humanitário a refugiados.,0,0
" Ia dar boa noite, mas, vc ja foi então, boa sexta! hahaha",0,0
  8 de Março! Vamos juntas! Dê  dizendo por que você para? #8MBrasil #8MBR #EuParo https://t.co/QEfW0Knfrb,0,0
"Pena que as feminazis de todo o mundo sejam muito covardes e não façam nenhum mega mijaço, cagaço, ou similar, nos _ https://t.co/a065o9WYlX",0,1
  O maior ato feminista de 2017 até o momento foi o de Marine Le Pen se recusando a se curvar as imposições machistas islâmi _,0,0
" samba é cultura negra. independente se o negro não saiba sambar. brancos podem sambar, mas não podem representar o samba.",1,1
"Parabéns deputado #APEzequielTeixeira. Esse Brasil está em colapso cultural, uma inversão doentia de prioridades https://t.co/Dh8DbIoLpV",0,1
  Quando o patrão pede pra fazer hora extra a mulherada inventa que tá ate com família doente em casa E depois não sabe pq _,0,0
" então, mas o Vaticano se perdeu em politicagem barata, hj a vontade de Cristo importa menos que o número de fieis",1,0
meu tio disse que quer mudar meu gosto musical.. ATREVA-SE,0,0
"gente eu não sou latino só por ter nascido no brasil né, latinos são sujos, eu tomo banho",1,1
  Assista! Aqui esta o documento que prova q o jornalista canalha da istoe requenta a noticia p me denegrir! https://t.co _,0,1
 faz outra matéria explicando porque os países da arábia não recebem refugiados? Valeu!,0,0
 Nao esperava outra açao! A Europa sofreu muito com a Segunda Guerra Mundial e sabe que esses refugiados estao passando.,0,0
"Os portugueses devem muito a Passos Coelho por ter tido a coragem de dizer NÃO a Salgado. 'NÃO stresses, Ricardo, leva o guito pró Panamá.'",1,0
"É mesmo?? Caramba, achava que qdo um processo deles chegasse ao STF eles o abandonassem... #FolhaFakeNews https://t.co/nqOiwJ70dw",0,0
"  - Legaliza e cobra imposto q diminui o crime - Mas vc não diz q imposto é roubo? - Sim - Então o crime aumenta, certo? - . _",0,0
"Não da pra aguentar conviver com um fã de Legião Urbana!!!!! Na duvida, fuja.",1,1
" não sei, só estamos divulgando =/",0,0
  Os fãs de Lula certamente vão dizer que tudo isso é mentira https://t.co/iDDsullz1w,0,0
"As refeições na #AssembleiaRepública deveriam ser iguais às das cantinas das escolas. Isso sim, seria dar o exemplo!  ",0,0
'La La Land' mais parece titulo de um doc. sobre a terra dos larilas e das fufas.. O mundo esta perdido.,1,1
"Hoje é o Dia Internacional da MULHER... <3 Seja ela alta o baixa, gorda ou magra, bonita ou feia, rica ou pobre,... https://t.co/NcTxW1eakW",0,0
"  ñ são,e isso é injusto.se eu tiver filho gay, trans,etc,eu não expulsaria. + eu fui expulsa de casa e sou hétero",0,1
Os muleke é liso sim mas o governo é muito mais.,0,0
"Olha a canalhice na chamada! Como se a 'culpa' fosse da lei, e não dos criminosos! https://t.co/9XX51a28Tg",0,1
"tem nada de gorda e feia, smp foi linda nenem —_   https://t.co/j1DnxATjkZ",0,1
TACA PEDRA NOS COMUNISTA,1,0
"  Meu Deus, lá é o próprio vale das sapatão",0,1
  O que é um ponto branco na pila de um pedófilo? Um dente de leite,1,1
  A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR,1,1
Conhecem algum bandido neste país que ainda não tenha escrito um livro ou que ainda não tenha sido condecorado?...,0,0
  O #DiaDaMulher não passou em branco pra turma do #CBLoL!     e  _,0,0
Alguém consegue ver #ThisIsUs sem chorar litros?,0,0
E os amarelos? E os gordos? E os trans?? Isso é discriminação!! Vamos colocar todos lá dentro!! https://t.co/FHaRPeS0oG,0,1
"FUI DIGITAR PALMEIRAS NO GOOGLE, O GOOGLE CAIU.",0,0
ESTOU LANÇANDO MINHA MARCA DE CAMISETAS ESSA É ESPECIAL PRO #diainternacionaldamulher  BELA OPÇÃO PRA PRESENTEAR O _ https://t.co/m4zsYjHxZs,0,0
"Que eu saiba, condição básica pra comprar casa é ter dinheiro. E pra isso precisa trabalhar. Se ficar acampado aí n _ https://t.co/V8kdwCzAb8",1,0
Estou tão orgulhoso da minha filha Ivanka. Abusada e maltratada pela mídia e ainda mantém a cabeça tão erguida: ver _ https://t.co/rLTZlmMxC7,0,0
"  eu tinha esquecido, não tenho cachorro. .... Kkk",0,0
'Hoje é segunda-feira.' Um dia como outro qualquer. 'Mas olha que é dia 13.' Não sou supersticioso. 'A gasolina voltou a aumentar'. Foda-se!,0,1
2 FUFAS CONTRA UM PRETO TODO BACA,1,0
"Bom dia amores... Os dias passando, as mudanças se tornando inevitáveis e próximas... vai ficando mais difícil. #eavidasegue ?",0,0
"Mais um episódio na novela das viagens, agora envolvendo protagonistas da CDU. É tudo farinha do mesmo saco!  https://t.co/sTZlEpKzcL",0,0
"a mulher no BBB soltou um 'mexicano que é mexicano nem caixa d'água tem', que programa de gente burra da porra",1,1
CAMAROTE GLACIAL JOAQUIN TEIXEIRA: 16:41 MOGI MIRI X BRAGANTINO NO TELÃO 16:43 JOÃO DÓRIA ARRASA NA PISTA DE DANÇA _ https://t.co/G4N5IIG9Ky,0,0
" pooo, esse aí é otimista hein",0,0
Homem que é homem não nota o esmalte das mulheres,1,0
"  ahaha  dsculpa, ja corrigi",0,0
 eu te amo!,0,0
OBRIGADO SÃO MUITAS PERGUNTAS NÃO DA PRA RESPONDER TUDO 11:30 VOU FUMA UM CIGARRO BEBE UMA CAIPIRA COMPRA UM FRANGO ASSADO  #JoaquinResponde,0,0
"Fisco deixou sair 10 mil milhões p/ offshores sem qq controlo, mas se o meu pai transferir p/ mim 5 mil o Banco de Portugal é logo alertado!",1,0
" não fala de boquete, recebe.   ''Liberdade'... significa falar de boquete como quem fala do clima....'",0,0
Denunciem o Mala Cheia  -> link direto pra página do facebook dele -> http://t.co/tYUsE3v9,0,0
  Macho Tuga! https://t.co/7PbZF5fnfA,0,0
Merecemos perder. Parabéns ao Moreirense. 2ª feira volta o campeonato. Que chegue rápido,0,0
#BBB17 GORDA FEIA ESCROTA IRRITANTE  FALSA AFF NOJO REAL https://t.co/xqO5rxtXm2,1,0
  Mulher burra me da nojo!,1,1
"Os 'tolerantes' donos do poder e sua carneirada submissa, quando contrariados só ofendem e tentam ridicularizar. Hipócritas de mau perder!",0,1
O Jorge Jesus acusou mesmo o regresso do Kelvin ao Porto,0,0
"Segundo Ricciardi, a diferença entre o BES e o Sporting é que, neste último, só há Banco Mau... https://t.co/8VLLu5hN76",0,0
  Os católicos idiotas úteis de George Soros - https://t.co/nmluaW7zjPhttps://t.co/T6QteLcWhC,0,1
Nao sei qual é a parte de que neste momento nao quero ir para angola que eles nao entendem,0,0
só falta o roberto carlos morrer agora e não ter como acabar o ano e a gente fica preso em 2013,0,0
Mercado de ações em nova alta. Maior número de ganhos em décadas. Grande nível de confiança e otimismo mesmo antes _ https://t.co/xre6DVcMEa,0,0
esquerdopata vai pra,0,1
"  Vocês já perceberam que quando você ta pra baixo, basta colocar um funk pra ficar lá encima já mandando as saradas no ar",0,1
Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR,1,1
"Sanções poderão ser aplicadas contra os Estados-membros da União Europeia que se recusarem a receber refugiados,... https://t.co/GyOGfFj70W",0,0
'oi lembra de mim?' 'eu nao lembro nem o que eu comi ontem rsrs' 'voce me comeu ontem',0,0
QUE COMECE O DESESPERO: #CarnavalAcabouE FELIZ 2017 https://t.co/wGEk6AWDgd,0,0
  Só eu acho (muito) esquisito essas mulheres todas artificiais que falam gemendo pelo nariz? #PreguicaDeGenteSemConteudo,0,1
Lutar pelos nossos direitos https://t.co/WXh1mD4iVv#Portugal #PNR #RenovarPortugal,0,0
  bicho me senti muito burra só ouvindo essa mulher falar #MasterChefBR,1,0
" o cara me mandou tirar colar, relógio, make... só não mandaram tirar a foto de burca porque não tinha lá",0,0
"Mesmo a pedidos, me recuso falar do BBB!  não entra em programinha pra ganhar milhão. A gente ganha na batalha do dia a dia!",0,0
" pra mesmo qdo a gente estiver brigado, eu lembrar que amo ela :)",0,0
"~ Ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ FELIZ DIA DA MULHER",1,1
 o desespero pra ganhar uma foda tá demais,0,0
"  as crianças estão a ser educadas, se muita gente tivesse sido educada não pensariam que as crianças viram homossexuais _",0,1
"  Com este champô não ganhas caspa, não ganhas oleosidade, não ganhas pontas espigadas, não ganhas nada! https://t.co/Sd _",0,0
"É, POR QUÊ?      Vc me deixou..! pq??",0,0
Um novo dia é uma página em branco na sua vida. Escreva apenas o que vale a pena.  Bom dia!,0,0
"  Sócios GNV Prata e GNV Branco, continua a venda de ingressos para Atlético x Tupi! Vá ao Horto torcer pelo #Galo: https://t.c _",0,0
Mulher idiota é assim...errado é o bofe dela  Burra pra Caralho kkkkkkkkkkkkk https://t.co/rUo11Sgvo8,1,1
"  Liberal demais  MBL entrou na política, na velha política https://t.co/fw4rnPHUer",0,0
Já fiquei com a  . Várias vezes a noite antes de dormir https://t.co/AbeKa6rgYn,0,0
[ENEM] Questão 1: OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ( ) SOMETIMES ( ) VIDA DE GADO ( ) ANA JULIA ( ) PA GANGNAM STYLE,0,0
Resumindo: descreveu o  https://t.co/rZsyDXLZ8S,0,0
Perfeito! Pena que sua  faz isso O TEMPO TODO!! https://t.co/wiVM1BXcIU,0,0
Dizer uma frase idiota de efeito e não refutar nada só prova o quanto voce é alienada! https://t.co/Pq5xwJyFEU,0,1
Mas previdência não é coisa de quem trabalha?  https://t.co/3qZoXQqTfw,0,0
" ESSES AISTAS / INTELECTUAIS SE ACHAM SUPERIORES A TODO MUNDO, OS DONOS DA VERDADE. O POVÃO TA CAGANDO PRA VOCÊS SEUS MERDAS.",0,1
  Bom dia sapatão,1,1
"Para de chamar os outros de fascista,vc nem sabe o que é fascismo,seu filho da puta",1,1
" a criança não sabe ainda está a tentar controlar seu corpo aonde fazer coco, habituar-se aos alimentos, fazer amigos, brincar",0,0
"  . é um dos proponentes da reforma do MBL/FIPE para a previdência. Aposentadoria digna e justa para todos, sem p _",0,0
  Petista bacana é petista em cana. #LulaNaCadeia https://t.co/HFox7PYTb5,1,1
estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+,1,0
Vai começar mais uma sessão de torcida contra o Trump no  ...,0,0
  Tá Lindo! Av. Rio Branco tomada pelas mulheres no Rio de Janeiro. #8M #DiaInternacionalDaMulher #DiaDaMulher https://t.co/F _,0,0
 A pimenta comentada na estrevista:  http://twitpic.com/1o2bln,0,0
Nesse mesmo período foram ASSASSINADOS 2'720 cidadãos brasileiros comuns. Vocês vão falar alguma coisa também?? https://t.co/1Q9WT5Avvx,0,0
Será que em Angola já não há cena novas ??,0,0
pra mim o dia da mulher era dia 8 de maio shdjdk ache a burra,1,1
Dirigentes da cúpula do #PNR  reuniram ontem em Cantanhede. O trabalho não pára. https://t.co/Fu3aNGRnz8,0,0
 Qq dia te relato umas. Sou pós-graduada em auto-flagelação e m formei em 'desligamento'. Apelido d infancia: Maria Desastre.,0,0
  Essa lavada que a Rachel Sheherazade deu no falso ativismo feminista merece ser ouvida por todos https://t.co/gOMMfHhTa8,1,1
Minha entrevista com a kiridíssima  está dando o que falar... https://t.co/keePhb20CZ,0,0
  O Campeonato da Estupidez Humana continua https://t.co/emTl0KDhIA,0,0
"Ministro do Ensino Superior de Angola, foi exonerado (fonte não revelavél).",0,0
13 anos de PT levou o Brasil a pior crise economica da história do nosso país ...e os doentes esquerdistas vão dize _ https://t.co/9VRRKXbPDW,1,0
"  saudades de cantar em 'islão' para elas todas,mas principalmente para a cris, a nocas, a di,a tixa e a rafa também.",0,1
 Tem que ser muito capacho de ideologia para apoiar uma cultura que apedreja e açoita mulheres só porque a e _ https://t.co/ANmBixY6fK,1,1
 sempre a fazer-se de vítima e a ameaçar com queixinhas por 'racismo e xenofobia'. Debatam como homens! _ https://t.co/hqINbq0XsB,1,1
  Feliz Dia Mundial da Rádio! https://t.co/xTnxtI55qW,0,0
Eu tenho um livrinho de cabeceira que passa pano branco pra político https://t.co/ToitIjbbfL,0,0
"Quando o  viu o #ipad gritou: Steve!!! Mesa 7, 2 cervejas, 4 copos americanos, uma porção de fritas e outrade calabresa!",0,0
"'Mulheres são minorias em TI e engenharia e outros cursos. O que fazer pra incluí-las neles?' Deixa que elas escolham esses cursos, simples",1,1
" Aff, que tutorial não é tédio??? ^VÊ um de edição de vídeo que vc entra numa facul de maquiagem",0,0
E o  do  foi  ao vivo pelo  Chega desse discurso pra dar uma vida _ https://t.co/DWlUKGe26m,0,0
Primeiramente Bolsonaro Segundamente Presidente!,1,0
perguntei uma surda se ela gostava de ouvir musica meu deus como sou burro kkkkkkkkkkkkkk qm nao gosta de ouvir musica,1,1
  não tinha visto a votação. Já vou votar. Espera que a contagem dos votos não seja como em Angola,0,0
"   pega no meu pau seu arrombado, ta defendendo o cara pq, é advogado desse maconheiro agora?",1,1
