query,label
  É verdade  não me sabe amar e quer Sérgio e Angola puxar o da Joana veia lei Diogo chamar-me de cabrão juiz!,1
Fala que odeia a PM agora  https://t.co/dvJ4a2We4d,1
A CRIMEIA foi ocupada pela Rússia durante o governo Obama. Será que Obama foi muito bonzinho com a Rússia? https://t.co/zQowSdLe9r,1
"Cafagestes de Faro e Odemira (São Teotónio),no próximo fds,chegou finalmente a vossa vez. Bilhetes nos sitíos do co _ https://t.co/l2NNkNmjIh",0
racismo inverso existe sim veja a sintaxe da palavra.........,0
quando as feministas vem falar comigo eu jogo ração....,1
vo chega no garra daqui 7h toda perdida sem saber nd 3 mil conteúdo atrasado triste feia gorda e burra,1
 os negros não vão gostar.,1
" Hahahaha, deixa comigo! :D",0
 pode ser feia magra bonita ou gorda eu como toda osh,1
  Estado ladrão! https://t.co/Ut0OQBjV19,0
  PUXA! Vou perder o sono por causa de tanta calúnia e xingamento kkkkkk tenho q debochar desses medíocres kkkkk ñ se eme _,1
Estocolmo: capital das violações! As mulheres andam com medo e mudam hábitos de vida. 'Welcome R(ap)efugees'? _ https://t.co/BxSrVriKNC,1
"'Gay é expulso de casa por ser gay' Eu fui expulsa mesmo sendo hétero,sem ter feito nada O preconceito só é uma desculpe p/ a falta de amor",0
"você estudou tanto que não consegue refutar uma só linha do que eu disse , né? https://t.co/g3dJS89DtO",0
  Realmente não defende mulheres. Simples assim. Em alguns momentos ataca ferozmente mulheres que não estejam seguindo sua cart _,1
Um terrorista radical islâmico acabou de atacar o Museu do Louvre em Paris. Turistas ficaram presos. França de novo. SEJAM ESPEOS EUA.,1
  Ui ! que gay agressivo! faça com os outros o que voce EXIGE que nao se faça com voce ..muita purpurina no nariz,1
"  1) Poucos brasileiros estão conscientes de que no nosso país o domínio hegemônico esquerdista foi TOTAL e inegociável,",0
" crime de ódio, se não me engano",0
"  Como vamos estipular idade mínima de 65 anos para aposentadoria, se o cidadão arca com toda política de incentivos, bols _",0
FATO: Tem muita mulher que é muito mais  do que muito mariquinha fresco por ai !,1
Assessoria de Comunicação do  proíbe a palavra 'feminismo'. Feliz dia das mulheres,1
  vcs podem ter grupos de amigos bons mas nenhum como esse de sapatao https://t.co/qZF6Yyc00B,1
Enquanto isso no senado.... https://t.co/l2SZVJ7le2,0
#jnegócios Governo garante que visita de Costa a Angola continua em preparação: 'Não há _ https://t.co/r4CxxEvplg,0
O nosso regresso está mesmo prometido  https://t.co/CFw1Uvu0LF,0
Tenho uma mensagem para os pais que dão grandes mamos de boca nos filhos em locais públicos: ISSO É NOJENTO! PAREM COM ESSA MERDA!,1
Informação importante para quem vai ao Estádio da Luz assobiar este menino: IDE PARA O CARALHINHO QUE VOS FODA. Obr _ https://t.co/5iLLbZUfMg,1
Video que explica porque a imigração em massa para países desenvolvidos não soluciona a miséria dos subdesenvolvidos https://t.co/ErcCavTe2l,0
ACTUALMENTE AQUELE RETARDADO QUE DEITOU NUMA BANHEIRA DE NUTELA #JOAQUINRESPONDE https://t.co/JdCLqC5zmY,1
"    interpretou bandido, defende bandido https://t.co/7lKE6kctIY",1
As sapatão tudo seguindo a Aly  https://t.co/0OMpzkP0iN,1
"No Iraque, 'Call of Duty' é conhecido como 'The Sims'",0
"  Temos na Assembleia a 'claque' mais bem paga do país. Ordenados milionários, para fazerem o que fazem os figurantes na _",0
  Esse é o cara que vai ser responsável pela diplomacia do Brasil com os EUA https://t.co/VCyBhiJmRo,0
Também o Barreiro terá uma candidatura do PNR  https://t.co/QGSfThJw1x#Barreiro #Portugal _ https://t.co/7LabEYTfIZ,0
"  Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro. https://t.co/cWsOxabHpB",0
"  'Oi, nós somos sapatão' KKKKKKKKKKKKKKKKKK",1
"E aí, bando de feministas que ficam falando aos quatro ventos que não podemos ser 'islamofóbicos' porque o Islão... https://t.co/ddpDjygNgu",0
" nao esqueça que ele quer receber refugiados de guerra, vai islamizar o brasil",1
Imaginando umas coisas aqui https://t.co/Wp62Hfnh72,0
Muitas saíram às ruas pedindo a entrada de refugiados e agora não podem andar tranquilas no seu país. _ https://t.co/AgltPLzw1p,0
" racista-machista sem argumentos, é o que mais tem",0
"Dizer isso não é censura ou acabar com a sua liberdade de expressão.se vc acha q nasceu no corpo errado, a socidade _ https://t.co/f00V3n9FV5",0
wpp voltou // a ditadura não https://t.co/x9u3cmmksM,0
feministas defendem uso de hijab como se fosseEMPODERAMENTO mas nem mencionam q se a mulher não usar o marido espan _ https://t.co/2FfWOByp4d,1
 e tome mais lógicas!!! https://t.co/hF29ZMbLFK,0
  Isso aqui a  não vê. Mas piadinhas que o  faz de gorda feminista eles se preocupam... https://t.c _,1
ACEITE OS CHIFRES #JoaquinResponde https://t.co/2wOKNG11RS,0
     Guaraná Jesus é o melhor!,0
E o  do  foi  ao vivo pelo  Chega desse discurso pra dar uma vida _ https://t.co/DWlUKGe26m,0
"  E se não for bonita ele não estupra porque não merece. Elas ficam muito tristes, imaginando esse varão nú. https://t.co _",1
Não faz a barba todo dia.,0
"Chilenos que fugiram de Caxias foram capturados em Madrid. Mesmo assim, estiveram mais tempo em liberdade do que o Porto em primeiro lugar.",1
Crepúsculo: Um vira lobo Um vira vampiro Ninguém vira homem,1
Deixe de ser leviana! Desde quando eu falei q lutar por direitos iguais e respeito é errado? Errado é ser capacho d _ https://t.co/oAOTKgFVEW,1
Nosso livro tá com 20% de desconto na  Não percam! https://t.co/qHHp7SMH7t via ,0
"Achei um cabelo branco, sinto que os anos de tintura estão chegando.",0
 fui fazer luzes e a burra da mulher fez merda... Tá horrível,1
  Se eu sou o Moro peço o depoimento do Lula escrito a mão só de zuera...,0
Não temos imprensa de direita no Brasil.  Só imbecis esquerdistas acreditam que a imprensa no Brasil é de direita. https://t.co/xrFf7kWiVv,0
  Grupo de Zumbis tentam escrachar o  na Universidade Presbiteriana Mackenzie. https://t.co/bmHYemAx8u,1
" Mulher apanha aqui na ilegalidade, porque se pegarem o canalha ele apanha ou vai preso!!! https://t.co/l0LAduFdXX",1
  UÉ TURMA QUE  DEFENDE MARGINAL REVOLTADO COM O PESSOAL TIRANDO SÉLFI COM O GOLEIRO BRUNO ENTÃO ESSE GUERREIRO DO POVO N _,0
  Em Angola não se estuda https://t.co/3i8Vuyi5By,1
Você encontra os melhores preços de PASSAGENS AÉREAS em Todas as Cias (NACIONAL e INTERNACIONAL) com a FÃTUR Viagens https://t.co/Kv114SX6t1,0
  Se for assim meus filhos já não vão ver Disney.. https://t.co/c5IB1MluPc,0
 parabéns!  (obs: o sentimento de bosta independente de idade mesmo),1
"NÃO USO ISSO GOSTO DO TÉTE A TÉTE, CHEGA ENCOCHANDO E CHAMANDO DE DELÍCIA, UM AMANTE A MODA ANTIGA  #JoaquinResponde https://t.co/lPfxQzYsMD",1
10 notícias que provam o quanto o feminismo é necessário  https://t.co/3mIKQvLOHL,1
" hahahah  Só 3 maconheiras vaiam o Mito: vira notícia; E isso aqui, G1?https://t.co/bJoBtNqGfq",0
"Queremos liberação de armas, drogas e prostituição, pela família!",1
" no Brasil tem candidato que diz em nome de Deus, e contra refugiados. Não ah nada mais contraditório",0
"E agora, o  não diz nada? Basta! Urge um apoio às políticas defendidas pelo PNR para que isto acabe. https://t.co/Ho18zPv2f4",0
  Coimbra: Instrutor de artes marciais é candidato do PNR à Câmara https://t.co/xsDpPSMIrX,0
"  Pro  socialismo é só de dia, enganando os trouxas que caem no discurso do  De noite é camar _",1
"    A propria filha de 16 anos que se expõe na internet, bebada, drogada e semi nua. Se acionar a PF é capa _",1
 manchete feita pelo Advogado do PCC,0
" mano, esse vídeo certeza que foi baseado em fatos reais",0
Torcedores do Inter agora https://t.co/ujlrKGvlpD,0
" Normalll.. imagina a situação da pssoa tb ne, fodas...",0
"  gnt, eu n sou sapatao , esse viado q me chama assim kkk",1
"Não adianta porra nenhuma vc ter ido a rua em 2016 e agora em 2018 continuar votando no PSDB,PT,PMDB...",0
    ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE _,0
"   eu tb fui expulsa, pelo meu padrasto e ele não me deu nenhum motivo.. eu simplesmente tive q sair de casa",0
  HORA DE ACABAR COM OS CORRUPTOS  VAMOS OCUPAR O CONGRESSO A PM É POVO https://t.co/HZuJGKZCm0,0
encontrar os infiltrados no próprio FBI. Informação confidencial que pode ter um efeito devastador nos EUA é entregue a mídia. ACHE-OS AGORA,0
" não usa capa de chuva,   nada em tsunami !",1
PEC pra invadirmos a Argentina já!,1
Mulher = carne de churrasco. Vc esquenta no pau,1
 Minha vingança branca é que hj tô melhor (aparencia) que todas que me magoaram.. rs.,1
O  quer o fim da PM usando a mesma para a sua segurança. Nessas horas a 'fascista' vira heroína!,0
  Todos os estados excepto dois (e) não cumprem as suas obrigações em relação a acolhimento de refugiados vindos de e _,0
  O BARCELONA EXPLICANDO A VITÓRIA: VIMOS O ADVERSÁRIO TODO DE BRANCO E ACHAMOS  QUE ERA O REAL MADRID...,0
  O PT recebeu 40 milhões da Itaipava O Lula pode alegar que foi pra consumo próprio,1
"Comece seu apoio a este cinema que rejeitou #BelaEAFera , compartilhando e deixando seu Repúdio é... https://t.co/KXerTYJh3X",1
  DEPUTADAS DA BANCADA 'FEMINISTA' TIRAM PROVEITO DO DIA INTERNACIONAL DAS MULHERES... https://t.co/nGVSWtlDtW,0
"  Ex-candidato do PSOL é preso por estuprar cães e portar drogas. Estes são piores que o PT, são aberrações. (Vídeo) https://t.c _",1
"Vc foi a culpaaaada desse amor se acabar, vc destruiu a minha vida https://t.co/a7BDWr21zB",0
  Jogador do Tondela vê o segundo amarelo depois de ser agredido com uma cotovelada por Soares. Apito Dourado de volta? htt _,0
Consegui cortar meu dedo com uma faca de serrinha seria eu a mulher mais burra do mundo?,0
"... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!",1
"E pra melhorar o ano, o blog da feminazi fascista  está caindo. Viva! https://t.co/eexRDVWKqm",1
" eu já morei no maranhão 8 anos, minha mãe é de lá..... eu tomava sempre tb",0
huahuahuahuau to rindo mto disso http://t.co/Sxsh8B9c,0
Está toda a gente a queixar-se que está a tremer de frio. TODA A GENTE! Toda a gente menos os doentes de Parkinson. Para eles é só 5ª feira,1
 (eu to ???? com esse print sério gente),0
"    completando: Mulher tem útero e gera filho, Homem não tem.",1
"Uma #MulherDeVerdade acredita no amor, mas não vira refém dele.",0
"Estivemos ontem à convite para a pré-estréia do documentário #euvocêtodasnós, uma co-produção Coopas & Canal... https://t.co/hlxnByQqdK",0
"  UM LEITOR DISSE: a democracia no Brasil presupõe q você ñ tem direito a opinião, a ñ ser, q concorde com a ideologia de _",0
" caraio. lisinha, ai sim!",0
E parar de chantagem! https://t.co/Ltxio8iqL5,0
#OBomDeSerBrasileiroÉ que pelo menos nao vem refugiados do Oriente médio pra k os caras nao sao burro,1
Que PIADA! Um país desses não tem qq futuro... https://t.co/sWrtiqN8HT,1
Um militante petista que já ameaçou atirar no Sérgio Moro tentou limpar a barra do PT horas antes da queda do avião _ https://t.co/vDtwOJ5Lwx,0
"Que grande retorno e vitória dos Patriots. Tom Brady, Bob Kraft e Coach B são verdadeiros campeões. Nossa! https://t.co/lRFnP19NKz",0
Cáritas Lisboa tem 2M euros no banco há 10 anos. Se tivessem confiado no Espírito Santo já não o tinham. Podem ser beatos mas não são parvos,0
E nesse dia da mulher confirmei o que eu já acreditava : TODA GENERALIZAÇÃO É BURRA !,1
"  Se as eleições fossem hoje, e o 2º turno fosse entre João Dória e Jair Bolsonaro. Em quem você votaria para presidente?",0
Mulher é um parque de diversões. A começar pelo humor: uma montanha-russa.,1
E o artigo 226 da Constituição?? ABSURDO!! Estão ATROPELANDO A CONSTITUIÇÃO FEDERAL! https://t.co/Mxj6JUu9fi,0
"Portugueses, não se esqueçam de votar agora na música que nos vai envergonhar na Eurovisão #festivaldacanção",0
pau no cu de voces que tem um rostinho maravilhoso e um corpo lindo e ficam dizend 'eu so mt feia' 'obg bb mas eu so horrivel' 'eu so gorda',1
Adicionei um vídeo a uma playlist  https://t.co/7hLCvlxwOz 'Islão não é para mim',1
 o Senhor é um homem Branco e rico!!Qual o problema disso??,0
A AMPLA MAIORIA SÃO UNS RETARDADOS SÓ FALAM MERDA E SÓ GANHAM FAMA PORQUE OS JOVENS SÃO COMO ELES: DÉBEIS MENTAIS _ https://t.co/b3WqRv4cww,1
"Feliz dia do 'essa é puta', 'essa é vadia' 'essa é feia' 'essa é gorda', huuuuum essa é gostosa. Feliz dia do... https://t.co/WhU5Qar7lg",1
Se nem presidiário tem pena de estuprador (os caras são estuprados lá dentro mesmo) pq a esquerda quer que a gente tenha?,1
"Refugiados e Emigrantes, a perspectiva do Padre Vítor Melícias.Dia 9, pelas 21.00 h, na Escola Secundária de Peniche.A não perder...",0
" Miga, dá uma fuçada lá, primeiro livro da minha amiga  www.aescritoraeomusico.blogspot.com (eu reviso)",0
Ainda não acredito que não estarei em #Recife dia 24/07 no #oquartosecreto com a  Serio! Saco! #boloderolofeelings,0
"JÁ, FAZ PAE, TOMO UM BANHO RELAXO E 15 MINUTOS DEPOIS VOU PRA BATALHA DE NOVO. SE A MULHER NÃO ENTENDER É MARMITA _ https://t.co/S0GZqJEv6r",0
"Esse  fez um homem perder o emprego porque o cara deu uma opinião no Facebook, mas adivinha? A moral dele _ https://t.co/n8G8QBu3sb",0
"  Dilma mente tanto,que já estamos aprendendo a identificar do ela mente;Basta mover o lábios",1
LUAN SANTANA É ELEITO O NOVO PAPA  #ParabensLuanSantana #HabemusPapam #ChupaBrasil,0
"tentando intender a idiota do face q  compartilhou a ideia dessa trouxa aff como q da mulher burra na vida,nem deve _ https://t.co/pcrWKnMiaR",1
Prefiro ser magrela como a piranha diz .. do que ser gorda feia como ela é  #Afrontaaaaaaaaabbê  https://t.co/QUc3onlGDo,1
"  pois é, to muito ocupada denunciando racista q acha que a vida é fácil",1
Eu tenho um livrinho de cabeceira que passa pano branco pra político https://t.co/ToitIjbbfL,0
 deixou sair o filho o feminismo nao ajuda mais... SO AJUDA pra praticar o aborto...depois q ja te _ https://t.co/r7yyJ77Imb,1
status: desesperado tentando achar ingresso do rock in rio.. absurdo n ter cota p negros,1
  Ideologia de gênero não forma mem informa. Ideologia de gênero DEFORMA mentes infantis.,1
" seguir no tt é facíl, apresentar as amigas sapatão ngm quer kkkkkk",1
chega de anfolow galere!!! uhahuahua http://t.co/BMS6fVdJ,0
 se reproduz igual roedores...kkkkk,1
"Em evento no Palácio do Planalto em homenagem ao Dia Internacional da Mulher, o presidente Michel Temer cometeu... https://t.co/8JjG2vRO2e",0
" não fala de boquete, recebe.   ''Liberdade'... significa falar de boquete como quem fala do clima....'",0
  Quando o ônibus lotado faz a curva  https://t.co/oKK3tvABLX,0
  O Barça viu o PSG de branco e pensou que fosse o Real... aí deu no que deu né kkkkkk,0
" pode ser feia, pode ser gorda... só não pode ser feia é gorda.",1
Minha cidade que adoro! #Lisboa   #AutárquicasPNR https://t.co/UUNBKeTdbP,0
O NYT agora é médico.  E tá se roendo com sua insignificância cada vez maior https://t.co/CRkeOXV7jN,1
Aeroporto Mário Soares só faria sentido se fosse na Ota ou em Macau...,0
  Vem meteoro essa geração fracassou https://t.co/lcYhItHhfu,0
Presidente  em entrevista ao Jornal I #RenovarPortugal #PNR #Portugal #JoséPintoCoelho https://t.co/QYAgloslVG,0
 vamos ficar por aqui antes que fique excitado.,0
"Quer chamar atenção do marido organiza um grupal com as amigas pra ele, jumenta https://t.co/sHHSV1hg7a",1
  Macho Tuga! https://t.co/7PbZF5fnfA,0
a solução para o racismo é PARAR DE FALAR SOBRE ELE foi o morgan freeman q disse,0
"Uma #MulherDeVerdade é boa de cama, gosta de seduzir, de ser seduzida. Gosta de provocar. E não tem frescurinhas.",1
FELIZ DIA DA MULHER #SerMulherÉ não ser usada pelo feminismo de esquerda. https://t.co/mnGPAKvj7M,1
"Eu acho que se o Movimento Negro realmente tiver humildade e seriedade com o próprio movimento, o MÍNIMO que devem _ https://t.co/aXUptQH2lf",1
 vc me chama de gorda e feia,1
#ICYMI: Declaração Conjunta com Presidente Trump e Primeiro Ministro Shinzo Abe sobre a Coréia do Norte. https://t.co/m9W57gOoLi,0
  responde sua esquerdista de merda https://t.co/TJeFhQ4gAg,1
"Quem gosta de Feminismo são mulheres que se odeiam e odeiam homens, ou desavisados que desconhece a Desconstrução... https://t.co/tqOkqzhDoA",1
"  Acorda mulher burra: feminismo não é afrontar nudez, mas respeitar seu corpo quando o homem só quer usar você e, depoi _",0
Eu gostava de ser a ereção que o  está a esconder desde que viu o  vestido de noiva #ccallstars,0
Se essa mulher for excepcional na cozinha eu vou me sentir um lixo... sei nem quebrar um ovo direito! #MasterChefBR,1
Alguém topa uma com a cabeça do  empalada? Dê fav pra testar https://t.co/YPC7OOzqJc,0
"Oi pessoal, aqui é a Marisa Lobo, preciso de sua ajuda, se inscreva no meu canal no YouTube! _ https://t.co/RnxdA0YDh9",0
Serei entrevistado por  às 4:00 PM (antes do Pre-Game Show do #SuperBowl ) na Fox Network. Divirta-se! https://t.co/T7olTFi2wR,0
 aposto que se esses adolescentes tivessem lidado com essa situação desde pequenos não o fariam,0
 eu vejo sapatao fazendo isso e fico meu amor acho q JA CHEGA DE INTERNET POR HOJE PRA VC https://t.co/PdUGX4MB8Q,1
Matérias que deveriam ser obrigatórias (meninas) - PO/MATEM - Não seja uma vadia mentirosa - Romantismo: merda - Seja chupeteira,1
Vocês fufas são mesmo muito putas crl bastou eu meter um video com a minha namorada no insta para todas a irem seguir,1
"Teori com todo dinheiro que tinha, com um avião moderno que tinha, iria morrer justo quando iria homologar a delação da Odebrecht?",0
  O Abortoduto: https://t.co/4uHj85wUcu #HojeAoVivo #PadrePauloRicardo #Urgente #AbortoNão,0
Coisas que eu tenho que ler no dia da mulher Excluído pq não tenho paciência pra uma pessoa tão burra https://t.co/rgoplvF1Xz,1
E se fosse o contrário? Sua racista!  https://t.co/4Ci6dVlc0U,1
"NENHUM, MAS QUE FIQUE CLARO: SOBREPESO FAZ MAL A SAÚDE EU TENHO ÁCIDO ÚRICO (GOTA) DEVIDO A ISSO.  #JoaquinResponde https://t.co/MhY3Q3mTpz",0
fala da tua squad —_ um bando de fufas muito queridas <333 https://t.co/rA9YQ35HtJ,1
Mas chamam-se lésbicas? Ou fufas? Ou sapatas? Ou sapatilhas?,1
 vai se fude angola não tô de graça não krlh,1
"A propósito  não vai a Campus Party, lugar de baitolinhas sem amigos reais!!!! e muito virgem também.",1
"Isso não é professora, é uma doutrinadora que usa a audiência cativa das crianças (alunos) para impor suas seitas... https://t.co/qHDBdkJ9bu",1
'Nutella pode provocar cancro'. Espero que esta notícia ajude a diminuir a taxa de obesidade. Basta os gorditos continuarem a mamar Nutella,1
Argumentos: - cristãos são os maiores perseguidores de religiosos. - ninguém se importa com sua idéia - você é luná _ https://t.co/Zraw9jBvZ0,1
"a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta",1
acho engraçado que vcs falam mal do Ustra mas idolatram Che,0
Em qual vc ia primeiro?! https://t.co/NdaHzo4eSJ,1
  então por que diabos essa branquela ta reclamando?!,1
"o meu verniz branco é mesmo feio, parece corretor",0
 Vais dizer que é mentira?,0
"Alias, isso é uma coisa que algumas mulheres também não sabem e ficam achando que por não gozar com penetração tem algum problema. NÃO TEM!",0
  a tempestade já chegou ao continente https://t.co/f9k6veIAPU,0
me tirem daqui http://t.co/Ur9Du2bO,0
isto realmente eh uma grande rede de fufas,1
"Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias",1
"  mesmo, tem que ter 2 filhos em 24 territórios a sua escolha....",1
"A partir do momento q vc ri d piada d loira, português, gaucho vc perde o direito d se ofender c qualqer outro tipo de piada! Danilo Gentili",0
"Uma #MulherDeVerdade é curiosa, bem informada, gosta de conhecer o novo...",0
"  caso de um não, eu vejo na tv tb como os gays morrem.. por puro ciume do companheiro..",0
"Adquira seu cupom pra dar pro clube do macho. Antes eram 4hs de chibata, agora são 8!! #BlackFriday",0
Em Angola brinca-se de fazer musica.Problema não esta nos musicos mais ao povo que so consome lixo.,1
New post: 'União Europeia ameaça com sanções países que não recebem refugiados' https://t.co/7cmcsXrGCk,0
"Diferença entre 'manifestante' e 'terrorista'. Esquerdista = vagabundo baderneiro. Conservador = patriota, gente do _ https://t.co/XvQzqwFtHs",1
imagina tão mostrando a família do cara no bbb dai a mãe dele ta com um cartaz 'seu pai morreu semana passada :(',0
Só podia ser mulher pra reparar roupa https://t.co/rrFyFds3RH,1
  só não pode ser gorda e feia,1
" esse não era bandido, para a Felgueiras, era meigo.",1
" Puts, complicado... Mas, ele respeita tuas sensações? Se sim, ótimo. Tem que ver então como ele encara isso.. Seicomoé",0
Não estou acreditando! Cadê os nossos senadores? https://t.co/bvdCYz6EYI,0
"A opinião deste tal juiz, que praticamente impede que as forças de segurança do nosso país funcionem, é ridícula e _ https://t.co/8qI1p2s6OH",1
"Quando acabarem de ler o novo livro do Cavaco, recomendo também este! https://t.co/zr9lpFlyyS",0
"mais sapatão que isso, só isso https://t.co/LadAgP8NRx",1
Hora de Fecho: Islão e extrema-direita mobilizam de modo similar - https://t.co/IdCMdebJ9d,1
D1A: A islamofobia e o medo do Islão https://t.co/fPgkobgEYO,1
"Ontem, com representantes da #FLECFAC: o dirigente #CarlosPuna (ao meio). O #PNR apoia a causa dos cabindas, traído _ https://t.co/6AFTtXT0kB",0
  Desde o Taveira que não se via tanta violência no Amoreiras,0
"  Então, desta vez a esquerda não realça a sabedoria de Eduardo Lourenço? https://t.co/JKcrwzeYoz",0
política + religião = sucesso,0
"  Ensinar mal as crianças. Se uma pessoa é homossexual ou não, para mim é indiferente. Sou somente contra propaganda e dra _",0
"  nossa miga, cê acha mesmo que a vida de um negro é mais fácil? tu não sabe o que é preconceito.",0
Batalha de Pedroso – um dos primeiros embates da nacionalidade https://t.co/pk6vaB2Bh6#História #Portugal,0
Mulheres não confiam em mulheres. Nem nelas mesmas https://t.co/HjYX07Uja3,0
  Com Bolsonaro acaba essa estória de tratar criminosos como cidadãos de primeira categoria e o resto como resto. #Bolson _,1
Mais deprimido que a Grazi Massafera assistindo Amores Roubados,0
Pois vou para Angola e não quero deixá-lo pendurado,0
Repita comigo: Não espere que ele vá mudar por mim Não espere que ele vá mudar por mim Não espere que ele vá mudar por mim  Não espere,1
"Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que vão vai arranjar... https://t.co/JRRMHyxpcD",1
A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w,0
"As refeições na #AssembleiaRepública deveriam ser iguais às das cantinas das escolas. Isso sim, seria dar o exemplo!  ",0
"Que rumo estamos tomando quando um juiz pode interromper um veto de Seg. Interna e qlqr um, até mesmo mal intencion _ https://t.co/xAuNPZOSot",1
 prefiro ser magra feia a ser gorda bonita. Mesmo se as gordas se arrumarem ñ adianta pela falta d elegancia do porte físico,1
"Tem homem que pensa que mulher é máquina de refrigerante, que vc deposita apoio e recebe uma foda",1
Uma coisa que MUITO homem hétero não sabe: a maioria das mulheres não goza apenas com penetração.,0
"  – rosa parks costureira negra americana. se recusando a dar o lugar a um branco em um ônibus, marcou o início da luta anti _",0
  Tem certos problemas que sapatão não precisa se preocupar. Entre eles o de não poder tomar seu açaí em paz. https://t.co/1pR _,1
"O ESQUERDOPATA imbecil GOSTA do COMUNISMO mas não QUER morar em CUBA, CORÉIA DO NOE ou ANGOLA ou seja países COMU _ https://t.co/mtXyW9owC7",1
 Eu quero socar o cara que chamou a mulher de burra,1
 Pra ser mulher hoje em dia e aguentar o movimento feminista...tem que ser muito macho. kkkkk,1
Merecemos perder. Parabéns ao Moreirense. 2ª feira volta o campeonato. Que chegue rápido,0
Tchau gayzada! Tchau Campinas! #PartiuSp,0
  João Braga esclarece que houve uma troca de envelopes e que afinal adora pretos e paneleiros.,1
Minha entrevista com a kiridíssima  está dando o que falar... https://t.co/keePhb20CZ,0
  ahhh explicado..lesbica..OK mas ta valendo é mulher XX ... mas ainda é massa de manobra do JW. por isso fala merda,1
 responde a falsa acusação da REVISTA VEJA sobre ele ter planejado praticar atos terroristas https://t.co/aoYBJYdvbq,0
  Os democratas... gente 'tolerante' que não sabe aceitar a mudança que se está a operar.,0
" pra mesmo qdo a gente estiver brigado, eu lembrar que amo ela :)",0
"  Não há SÓ direita e esquerda, crianças. Há gente comum, alheia à batalha. Parem de achar que tudo é explicação à esquerda e _",1
Da série: Imagina se fosse o contrário? Vai daí seu racista!  https://t.co/YxNOJHfOjd,0
  A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL  _,1
 Jornalista baba ovo de vagabundo!!!?? É difícil chamar de bandido???,1
"MOE AOS ESTUPRADORES!!!!!!! menos se for meu amigo de bancada, aí tá tranquilo",1
Pssoas incríveis que só comem no Spoletto. rs. http://twitpic.com/23v6gt,0
Olha a explosãooo qdo a Portugal chegar o Islão https://t.co/nrVDE1TI8a,1
 vc tem prova que eu já matei alguém? Ta me chamando de assassino?,1
batalha no dia da mulher e eu nem lembrei burra meixmo deve ter sido top,1
 se fosse vc tinha comido a criança (o romano tbm),1
"Que justiça injusta. O Brasil tem que mudar. Mas, infelizmente a maioria dos parlamentares e muitos juristas... https://t.co/pM4ufRIFce",1
  Nunca penses que algo 'é o mais qualquer coisa'. Quando se pensa ter chegado ao fundo percebe-se que não há fundo.,0
A Justiça tem que estar ao serviço de todos e não à mercê de privilégios de uns quantos.    https://t.co/s4IjrxP8vM,1
A situação da Europa resumida: Aceitar refugiados e lidar com risco de terroristas infiltrados ou não aceitar e ser taxado de xenofóbico.,1
ALÔ FEMINISTA: ATÉ A POELA VOLTOU E O SEU PAI NADA,1
O Pensamento masculino. Sem rodeios! Bem vindo você homem. Você mulher. #revelações Aguarde!,0
hj eu vi uma gorda tirar as havaianas pra pesar na farmácia e entendi o significado da palavra 'esperança',1
O politicamente correto tá fudendo com tudo,1
 Tem que ser muito capacho de ideologia p/ apoiar uma cultura q apedreja e açoita mulheres só porque a _ https://t.co/FYKFJoRN89,1
  Eis o vale-tudo para nos tacharem até de nazista. Em seu blog  Rodrigo Constantino desvenda a farsa: https:/ _,1
"'DIZ IMPRENSA'  Sério, isso já passou dos limites. Vocês têm noção do quão ridícula é essa perseguição a alguém qu _ https://t.co/pcLHJitGaw",0
  vc tem face?,0
"eu nao sou homofóbico, mas...........",1
"mas é claro que eu posso ir pra disney tranquilo não sou latino, sou branco",1
 'Estimo que se foda' será mais profissional.,1
'Mário Centeno não se portou como um homenzinho' disse Marques Mendes. A piada está feita.,1
Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq,0
Leiam e compartilhem!  Muito importante!  https://t.co/bhPibhJOtR,0
tem que prender esses petista que grita fora temer nos estádios mesmo vai esquerdar em outro lugar e me deixa ver meu hipismo em paz,1
"feministas deveriam passar 18 horas por dia lavando louça, sem descanso!",1
  Tá Lindo! Av. Rio Branco tomada pelas mulheres no Rio de Janeiro. #8M #DiaInternacionalDaMulher #DiaDaMulher https://t.co/F _,0
" puta playboy maconheiro, ganhou filme exaltando ele feito com nosso dinheiro ainda",1
Eu argumentando com um sujeito que acredita que a crise dos refugiados é a pobreza e não o projeto de califado. Desisti de argumentar,1
"Quando for Presidente desse país, darei passagens p/ bichas todas irem pra Argentina serem governadas pelo lindo(sqn) do Maurício Macri!",1
